review,label
kualitas bahan well neat ukur pas guna seharihari inti mantap,1
desain sangat keren tarik warna abu nyaman sangat nyaman pokok gak kecewa,1
warna sesuai pesan desain sangat bagus min kualitas tebal sekali jangan lupa beli toko jamin bagus percaya,0
mantap selalu kasih baik produk nyala terus toko,1
warna keren desain bagus rapi detailingnya nyaman adem nyaman,1
warna bagus desain tarik kualitas bahan tebal,1
gokil bahan beneran tebel nyaman pakai,1
warna putih desain good kualitas bahan barang bagus kualitas kemas rapi kirim cepat recommended seller,1
desain mantap kualitas bahan bagus warna hitam,1
warna sangat tarik sesuai gambar desain elegan nyaman lumayan bantu shift malam alhamdulillah paket walaupun kurir terang jam tuju alamat tadi jam wib apa mungkin banyak paket antar beliau depan bakal jadi langgan terus,1
desain keren warna mewah nyaman classic cocok motor alhamdulillah barang datang selamat sukses terus tks seller,1
barang terima selamat kondisi baik sesuai pesan kirim cepat seller fast respon terima kasih,1
warna bagus sesuai gambar desain tarik kualitas top mantap abiez,1
desain keren tebal pas ngga terlalu tebal ngga terlalu tipis kualitas baik kesel masa beli toko mesti barang realpict parah,0
desain keren bahan halus warna bagus keren,0
warna black xl desain baik bahan lumayan,1
warna keren desain nyaman tbbb cmkg size m pas untung gak ambil ukur gede ukur cukup lumayan harga gin bahan cuttingan sih terimakasih seller,1
warna pas tulen nyaman maik pokok desain top,1
warna bagus desain tarik kualitas bahan tebal,1
bagus kerja panjang jalan ukur jalan cari rezekimelindungi diri masuk angin karna angin silah masuk main masuk sendiri jadi masuk angin,0
warna tarik nyaman adem kualitas bahan tebal adem,1
desain warna bahan,1
desain bagus warna sesuai nyaman pas,1
warna lihat barang sedang luar rumah lihat barang sedang luar tengok orang tua turki,1
warna sangat bagus sesuai foto,1
desain bagus warna sesuai banget sama gambar nyaman nyaman,1
desain keren warna hitam pekat kualitas bahan halus nyaman,1
desain mantap warna tarik kualitas bahan nyaman,1
desain keren kualitas bahan halus nyaman bahan adem nyaman,1
desain tar warna tarik kualitas bahan tebal kasar cocok lah buat luar,1
warna hitam desain bagus pas pas bagus banget bahan oke harga segitu murah banget ga sempat foto buat hadiah next beli,1
kok barang kirim kayak celana bekaskotor bagi belakang,0
tampil sesuai pesan warna sesuai pesan sesuai pesan pesan warna hitam kasih warna ga jelas gausah jual sekali lu tong,0
warna sedikit pudar tampil biasa aja kok beda sama hodie swepo punya teman padahal sen seller swepo lo punya teman lebih tebal sedikit tipis warna pudar dikit gak apa lah nama aja dapet murah kasih promo,0
kualitas gak baru warna pudar label baru gak kecewa toko,1
gak sesuai ekspektasi dateng salah warna,1
tampil ga sesuai kecewa bgt sablon gambar malah cuma kata kata doang kecewa bgt pesan dua malah kecewain kata mau hubungin lewat wa gada lanjut sumpah komplain ga denger pis kecewa,0
ganti warna gada konfirmasi kirim lama,1
tampil kualitas jelek tipis banget zippernya warna sesuai pesan kali entah sengaja kirim barang tipis gak tau bukan barang swepo sangat rekomendasi sukses selalu jual mohon jaga konsumen baik beri barang bagus moga beri barang tipis terima kasih,0
tampil tipis bahan tipis banget serasa hoodie rebu not recommended,0
service buruk seller amanah kirim paket tepat waktu blacklist,1
sumpah adminnya ga chatan wkwk awal order hijau lumut kata sama warna model nyata beda oke udah sama confirm ganti navy oke proses navy kirim tetep hijau lumut cape banget dah adminnya ampun,1
tampil live kata sama asli beda sumpa admin ny ga chat an wkwk awal order hijau lumut kata sama warna ny model trnyta beda oke uda sama confirm ganti navy oke proses navy kirim tetep hijau lumut yaaa cape banget dah adminnya ampun,1
toko amanah pesan lazada toko sama bayar via dana dibatalin sama pihak toko sekarang terima kembali dana parah saldo dana ambil konfirmasi segera,1
kira bahan bagus dalem flece flash sale diskon jadi an kira dpt bagus nyata jelek lebih murah toko offline ukur xl sempit ketek ancur,0
tampil gambar gak sesuai krn kasih sama punya warna tosca kecewa kancing lepas jahit gak rapi bagi kerah lipat gak rapih harga lumayan kelas mall tp barang sama kayak harga bawah k beli pas live tak kira dpt diskon nyata gak dpt,1
beli dua kali padahal lebih tipis beda sama belum,1
warna navy tampil luar kasar bagi luar kasar bukan bahan flece umum pernah beli tipis terawang puring kecewa banget tau bahan fleece mirip baby terry luar halus,0
warna hitam tampil biasa bahan tipis bro bordir rapi bulu benar emang konsisten kualitas produk,0
konfirmasi kecewa,1
beli harga promo kirain bagus nyata bahanya murah bahan bikin gerah,0
terlalu besar banyak tulis luar jahit,0
sangat luar expetasi pesan size m tp kayak size xs kepala aja gabisa masuk mana kecil banget lg padahal tb bb tp jaket kecil bgt cukup jadiin alam aja beli sini nyesel ga sesuai sama gambar,0
gimana nih barang kotor mau dikomen bagus kaya gin,0
warna hitam tampil lumaya perhati qc nya terima bolong ukur l nya kecil banget,0
tampil sangat kecewa seller profesional salah kirim produk warna sesuai pes sangat kecewa kirim sempat tahan hari progres apa admin solutif tanya beri jawab template pesan varsity raglan kirim malah sweater konfirmasi apa seller maksud apa ga bakal dah sen toko,0
warna olive tampil oke ukur pas bahan tebal apa ga qc to kirim jujur sayang banget udah tunggu barang malah defect,1
tampil bahan tipis bulu jelek warna warna sesuai,0
warna putih tampil gak mau tampil lah mau basa basi cukup bintang bicara,0
tampil gak sesuai ekspektasi katun s tebel lah tipis banget warna gak terlalu hitam kecewa,0
sen warna apa kirim warna apa,0
sebenernya bahan bagus sesuai deskripsi cuman kerja pabrik kurang banget dong kali lebih perhati gimana request beli jangan asal coretcoret chat admin balas kaya gitu ga jalan keluar ga rekomen,0
beli uk xxl minta retur uk l direspon jual lalu minta aju lalu shopee tuju shopee sulit itu tuker size belanja mall besar aja tuker barang kalau misal kecil cacat padahal barang kondisi oke kurang suatu apa memang salah pilih size jual kooperatif sama sekali kena live bilang chat admin aja return tp chat balas ga masalah kalau biaya ongkir pulang pergi tanggung emang dasar nya jual begini susah cukup sekali belanja sini,0
warna jelek tampil jelek uang gak barang udah retur kan udah terima jual dong jadi jual benar,0
beda bahan bikin kecewa,0
tampil bintang wakil kecewa,0
yah kok bolong si terus jahit rapih,0
sablon belakang kurang bagus,0
pesan sesuai gambar warna salah sen blue kirim navy,0
tampil jelak warna pink cocok odgj,1
orang batal belum aja maksa ngirim,0
beri terang berapa cuma lebar panjang biasa beli ukur xl ga gede gede banget malah gabisa kepake sayang,0
tampil biasa warna lumayan barang kecil,0
minta batal aja kirim,0
warna maroon tampil bagus bahan tipis tanya aja admin alas kasih bintang sorry guys,0
warna abu kirim putih mending batal kirim sesuai langsung kirim tp gak jawab kan tuju apa enggak gak semua orang stand by buka chat shopee batal uang pesan lain waktu restock kalau kayak gin kan engga mending kalau udah habis warna tentu sistem buat tks,0
tampil bahan tipis warna review jujur aja warna tp segi bahan kagak relevan gua terlalu tipis mending ambil hoodie houseofsmth harga kagak beda jauh tp kualitas sangat jauh,0
warna ken warna beige kosong tampil kurang worth it stok warna beige banyak pas check out habis kata harga segitu bahan kurang bagus kurang worth it kelas shopee mall toko belah bahan kaya gitu harga k,0
terang ga jelas detail ukur aku pakai size xxl ga besar kalau gin gabisa pakai kayak daster nyesel bgt,0
warna sesuai note tulis pes bordir malah sablon tampil jelek sesuai pesan tulis dinote jual amanah bukan konfirmasi chat beda pesan bordir jelas dinote bordir malah kirim sablon admin becus jadi admin jual gak baca note padahal ikut langkah beli deskripsi produk dinote bordir beli bayar bordir,0
seperti x order sini salah terus maklum memang benar kaya pesan apa datang motif gambar beda bgt cukup deh kapok belanja sini bener,0
tampil bagus warna coklat latte bagus sih ga sesuai sama warna sen latte dateng coklat latte,1
warna admin ga jelas tampil packing sangat lama mnt co bilang barang ready packing packing hr,0
tampil sesuai foto tali jga beda,1
tampil admin ga jelas warna packing nya lama banget packing barang lama banget hari padahal bilang barang ready bahan biasa aja,0
tampil bahan tipis gila,0
warna sesuai gambar tampil sangat muas anak ku suka bahan adem rugi beli toko bakal order sangat muas sangat sangat muas,0
nyata l besar dikit tak kira karet tali jadi tarik yowis lah apik bahane,1
etalase update warna pes sesuai ingin kosong emas hari hari admin selesai keluh langgan baik,1
ukur kecil min respon chatnya aju tukar ukur gapapa min ongkir tanggung hoodie udah keren gin ga kepake kecil,0
gede anjing kalau beli sini,0
warna hijau neon tampil tipis gak sesuai harga packingan bagus barang tipis bagi lengan kaya gampang kendor kali cuci berkalikali kalau pakai hari cukup sih cuman kalau tuk terus terus jadi gak bakal awet sih dii sweater kirim lama pake banget kudu dicerewetin dulu baru kirim selalu aja jawab sama sabar tunggu yah kak next lebih cepat lah kirim jangan tahan terlalu lama jadi telat kasih tuk kado,0
parah refund ga tindak lanjut uang ga barang ga sampe kecewa banget sama toko rugiiiiiii ga konsisten ga amanah iklan doang tp ga bagus bagus servicenya beli,0
tampil warna terima mirip gambar warna warna sesuai gambar warna terlalu pucat,0
sablon miring cek dulu udah aju kembali tp lewat wa gamau lewat shopee mungkin takut ratingnya buruk suka enak ngeblokir akun beli dah ga co tanya live ga pernah jawab adminnya sombong layan jelek hrs nya wajar aja kalau beli protes barang sesuai tp malah ngeblokir,0
saran tampil zonk pas acara zonk nyaman zonk jelek bat gila kata l kaya m tadi buat kado ma babeh gue nyata kaga muat say jadi deh dibalikin lg gue,1
kualitas saku bolong cek quality control nya dompet jatuh hilang padahal e beli gak masalah,0
kelas seller gede kok gin sih kak awal dateng barang ga lengkap harus hoodie pcs zipper pcs parfum totebag sesuai total deskripsi dijelasin host live nyata datengnya cuman hoodie zipper size ga sesuai aku suruh ngembalikan barang lewat manual aku gamau akhir aku return pas return kembali tolak padahal barang udah toko sekarang duit ga balik aku gadapet barang kecewa parah dichat ga bales adminnya cuman bilang udah konfirmasi padahal ga konfirmasi apa minta tanggung jawab,0
layan jelas konfirmasi batal order tanya malah ngegas isi capslock,0
kecewa banget sen barang kirim dong sama dagang jangan ngecewain gin dh langgan udah banyak pesan baru kali kecewa gimana dong tanggung jawab makasih,1
order barang udah dua kali nya sini warna nya kadang ngga sesuai sama apa ingin udah cantumin warna cadang langgan warna benar bukan warna cadang warna ga sesuai warna cadang layan sangat buruk,0
sangat kecewa toko kirim baju kondisi bolong tp gak mau tanggung jawab baik suruh return kirim balik rugi ongkir lalu opsi kembali dana rp berkalikali diskusi akhir capek terima kembali dana rprb tp kapok belanja lg sini,1
udah kali beli baru kali kecewa bgt sen warna beige cadang matcha ungu muda malah kirim baby pink dichat udah kasih tau kalau ngga tinggal beberapa warna cantum akhir pilih warna salem malah pas nyampe baby pink,0
terus kalau bales chat sangat ngelus dada bgt waktu mau order gila cepet banget balesnya mau tanya lanjut emas astaghfirullah lama memang hm terus buat ukur jaket sama l beda ukur gimana acara nich,1
kecewa mulai emas lama banget smp hampir minggu saran aja kak kalau order bludah mending tutup dulu toko onlinenya langgan ga kecewa kombinasi warna jaket mocca sangat absurd kombinasi kapan kalau ga sesuai requestan langgan mending disesuain nalar,0
pesan maroon nyampenya putih ken return tp ribet lg expedisi responnya lama banget ga kali deh blok aja silah ga order jg kata kalau ngasih rating blok jual yah silah soal ga order jg,0
lama kirim seller minta bantu konfirm ekspdisinya bilang udah bukan tanggung jawabdri waktu pes baru tiba sekarang padahal bukan barang po,0
layan kocak udah bilang warna abu muda tetap maksa kirim warna hijau tosca jujur baru kali gua beli barang sial banget walaupun harga gak berapa gak habis pikir gua,0
pesan bordir dateng malah kaos putih polos,0
gila si suruh tulis warna catatanpembelian gadibaca malah kirim order crop hoodie putih kirim crop matcha pas bales konfirmasi malah ngga tanggepan gantung banget gak beli sini,0
sekian kali mesan barang gak sesuai warna pes bener kecewa,1
layan sangat slowrespon jelas pesan baby purple kirim biru terang bilang pesan biru purple padahal jelas tulis baby purple konfirmasi warna baju sedia sangat komunikatif,1
ga respect sama jual terlalu maksain hendak padahal beli lo emas lama bgt,0
sen lengan panjang malah datang lengan pendek,0
sesuai sama sekali,1
sumpah baru pertama beli sini udah bikin kecewa toko aja gede layan bener luar ekspektasi aku semua warna aja skalian gak udh kali suruh gonta ganti warna malah kirim semaunnya hadeh,0
barang lumayan sesuai harga kirim lama sekali sampek minta waktu garansi tetep kirim kurang respon chat,1
minta warna hitam malah kasi ijo stabilo,0
pesa warna apa datengnya apa,0
percuma barang lumayan kalau layan kecewa kapok toko egois emas minggu warna kirim sesuai hari baru bilang stok kosong batal malah dicancel toko tetap mau ngirim random layan toko lucu sekali pernah ketemu toko,0
pesan warna apa datang warna apa,0
warna kirim sesuai adminnya slow respon kecewa sekali,1
salah kirim emas lama retur ribet slow respon admin,0
produk standar layan toko sangat sopan sangat jelek konsumen tanya pernah direpon tau tau produk kurang,0
kesel banget padahal ud minta cancel kirim tp banyak alas chat slow respon kl gin kan rugi,0
kecewa banget pesan size xl kirim size m minta kembali dana ga kembali,1
sangat kecewa toko kirim lama datang warna beda pes belum aju kembali tolak,0
minggu baru kirim lama nunggunya,0
sen tanggal brapa kirim tanggal berapa,0
padahal cuman minta tulis baymax tp malah ditambahin tulis idiot parah ga etis banget sama langgan,0
padahal udah cancel tetep kirim bacot banget sumpah jangan sen la,0
sangat rekomen belanja sini stok baju pas klik rb chat kata habis kalau ga konfirm kirim random minta tuker size yg rugi kan kalau tuker size harga lebih murah tetep aja jawab kayak bot adek belanja sini sama aja sangat rekomen,0
desain salah miss komunikasi info,0
sen lengan panjang datengnya lengan pendek semua size ga sesuai jadi baju siasia,1
pieces baju pakai size ga sesuai,1
hari baru kirim mesenin orang order xxl navy chat kata habis oke ku info lah beli dicancel orang beli toko jadi sen aja buat diri sendiri l warna eh datang xxl navy dong haha layan sangat baik moga tingkat,0
minta warna pink muda biru dongker kasih warna ungu terong kirim lama banget,0
kecewa sama layan toko paket serah ekspedisi order tanggal pagi baru kirim pesan warna latte konfirmasi warna kata ready warna beige yaudah sen warna beige gak lama konfirmasi warna beige kosong krn habis beli awal,0
chat jawab seller tunggu tunggu tunggu terus mau beli toko mikir dulu deh kecewa sama kaya,1
sen barang ukur l malah kasih dua xl kalau salah warna sih gak masalah kalau ukur kan fatal kali lebih teliti kak,0
hahaha dasar toko gak amanah sen warna beige cadang warna latte kalau gak mocca kirim coklat padahal udah bilang kali gak mau warna suruh kembaliin uang gak mau baru kali belanja shoppe kendala kaya gin nyesel sumpah suatu macet dagang lu,1
barang baik emas kirim sangat buruk,0
barang sesuai warna sesuai ukur sesuai kecewa banget ga beli toko,1
warna sesuai pesan kecewa,1
inti pesan cancel proses cancelnya tolak pihak admin kecewa,0
minta item kasi putih dichat gak bls udah chat x bilang item padahal udah langgan hadeh,0
pas shope jual benar benar ga respon chat padahal chat selalu online kalau emang ga batal bales chatnya konfimasi kalau ga batal apa gimana,0
warna gak sesuai nya terimakasih,1
udah slowrespon minta cancel warna ga ready tolak chat apa balesnya apa,0
pesan hitam datang ijo,0
barang kirim kali didouble check,1
slow respon tulis kebalek minta im fine thank you malah gajelas jelek,1
kirim lama tau gin ga beli sini,0
gila banget padahal udah ngirim design pihak toko sanggup tp hasil beda tata letak beda jenis beda semua hari pakai gue cuci masa warna luntur semua anjir sablon warna putih ubah jadi ungu sial,0
kali fokus kerja barang udah bayar hari kemudian baru kirim dichat,1
ga asik adminnya gajelas,1
pertama kali beli kasih kecewa pese warna latte kirim hitam order hari senin kirim kamis parah si layan toko kurang enak,0
pertama kali beli kasih kecewa sen warna latte kirim hitam order hari senin kirim kamis order kirim bulan kemudian mungkin parah si layan toko kurang enak,0
bahan oke aku saranin buat tinggi nya bb mending pilih l jangan xl soal l aja udah cukup oversize bat,0
wkwk allah ngirim design apa kirim apa ckck recommended,1
pesan kaos lengan panjang kirim lengan pendek semua ukur sesuai pesan respon jual lambat beri solusi bagus,1
kirim barang terlalu lambatdr tanggal alamat tanggal gilak,0
kecewa sekali lah sama layan kata tanggal begini eh malah lewat tanggal kan kalau bgni pilih kirim lwat plyanan jnt kecewa,0
pesan baju dapetnya baju komplain tp sulit inti ga ganti,1
banyak kecewa dah minggu baru sampek malah ga sesuai semua,0
pesan pcs terima cuma pcs jual ga responsif,0
awal senang belanja toko tp emas super lama order tanggal baru kirim tanggal terus order lg tricolor malah duluan tp paling kecewa nyata toko main harga beli harga tp gak tau cuma jual harga ckckckgk kira harga,0
parah parah parah total salah size salah warna minta ukur m ungu muda mocca dikirm mocca size l m dichat responnya lama lama yaudah terima aja konsumen nilai sesuai layan kasih dong,0
ganti produk lebih murah kembali uang,1
warna pes gak sesuai kirim hampir minggu kecewa,1
masa sen basic dateng crop warna salah,0
promo barang riject baru buka barang robek bagi kupluk belum beli sini udah x ga pake promo baik aja,1
kirim super lama udah lewat batas kirim tetap kirim jg awalny mau pake kmpung jadi gabisa barang kirim pas mau ganti alamat alamat kampung tolak padahal cod takut ga trima bahan kayak bukan hoodie rb an tp lebih kayak rb an banyak noda hoodienya,0
jahit dong jadi bolong huh,0
aduh asli najis banget beli sini pesan warna mocca kirim warna kaya gin proses refund eh suruh return padahal jelas formulir isi bukan return refund refund,0
jelek banget asli sablon gede gaban gua kasih desain ukur xl lu bilang xl kosong ganti pake l ukur sablon sesuai dong mana emas minggu rugi beli sweater sini mahal jelek mending lapak belah,0
oke kasih bintang pertama kali minta aju batal mau ganti alamat gabisa ga diacc dua minta ganti warna baby blue acc bilang latte ga banget terus tali beda warna padahal niat mau buat couple gaseru,1
sablon gak rapi beranta jelek banget pesan salah baik jual tanggung jawab selalu bkin rugi gak pernah becus pesan salah salah salah terus dasar,0
emas lama banget hampir minggu kudu kejar kejar terus cepet tp ga cepet si kejar kirim aman cepet barang okela,0
aku kecewa banget sih sama tnsid penawaranya kalau stok kosong nunggu konfirmasi langgan hari lah aku cuma lambat menit woy udah langsung proses mana kirim produk aku udah punya jadi gaguna beli mungkin emang produk baik puas langgan nomor,1
kecewa banget produk kotor ga real pict gambar bordir warna pink datengnya warna item gambar liat tebel datengnya warna putih lecek padahal udah ekspektasi bakal bagus banget kalau dipake,0
sangat kecewa layan jual udah slowrespon bgt putus ambil sendiri gak nunggu dapat langgan dlu maen kirim aja kirim gak lengkap udah minta panjang waktu buat ngirim malah gak lengkap dkirim hadeh dong amanah jadi jual kecewa banget dah kapok beli sini,0
konfirmasi barang kirim sesuai ganti maroon burgundy kirim merah terang apa maksud sama kirim lama banget panjang x respon admin kurang muas,1
kecewa banget kirim salah warna dichat ga nyambung nyambung slowrespon adminnya minta ganti warna malah tetap kirim malah gamau disalahin ngotot banget bahan biasa aja,0
huh masak kemas dibatalin ga kan aneh,1
barang bagus salah kirim sen tulis bordir kirim polos padahal harga beda jauh pas komplain seller engga maksimal padahal cuma pingin tau alas paling engga say sorry aja jangan dikirimin template chat doang kecewa atuh kak,0
kirim lama emas lama chat gak bales gak rekomendasi bibel sini kecewa doang isi,0
minta ganti size kata mau diinfoin ga infoin langsung kirim aja balesnya lama,1
proses emas sangat lelet sekali dibatalin jual terima pesan tanggal baru proses tanggal bahan lumayan melar,0
jual ga tanggung jawab cantum warna mau malah kirim warna minta ganti warna jual mau sangat kecewa,1
sesuai ekspektasi bagi kepala kecil terus ukur xl kok kecil banget kayak ukur m sumpah kecewa banget minta warna salmon kasih warna mocca kecewa emas lama banget ga bakal beli sini,0
salah warna plis kan aku pesan nya ungu muda ga kasi tau dulu kalau ganti warna,0
pes warna matcha datang salem respon seller,0
chat lama dibales stok warna ga lengkap chat suruh ganti terus awal nya ganti coklat kopi sama latte terus suruh ganti bilang nya warna sebut ga yauda ganti warna mocca ukur s dua dua pas dateng malah coklat kopi sama latte hadeh mana emas nya lama banget,0
maaf sesuai ekspektasi,1
pesan warna ungu muda xxxl lalu kata adminnya habis bilang mau ungu muda xxl ga kalau kembali diselipin paket kalau gabisa warna coklat kopi aja abis tu ga dibales minggu dibales cuman suru panjang garansi dtg warna malah abu muda udah nunggu lama malah salah warna,0
good hoodie bad service waktu emas hari respon chat lambat konfirmasi stok produk hari minta warna pastel jangan warna gelap kirim hijau lumut thx seller,1
barang kagak kirim mana sempat mau vidioin nya keburu udah buka baru tau kgk isi minta kembali kagak malah kirim minggu,0
seller proses barang lama konfirmasi seller merespon sama sekali segera mau dipake barang cari toko batal seller tolak seller mau rugi buat rugi customernya,0
order tanggal baru sekarang tanggal responnya kurang pas order warna moka stok an tibatiba dichat warna abis pantau ig stok baru datang ribu warna lengkap baru pertama kali beli olshop sini kecewa abis,0
kecewa nyesel banget sih dapet reject tinta permanen gabisa hilang cuci kan malu kalau kaya gin dipakenya udah konfirmasi sama admin suruh retur gabisa refund yaudah gajadi aku ga punya waktu buat kaya gitu moga depan lebih diperhatiin yah,1
sweaternya cacat bagi komplain seller alesannya gabisa grgr udah sesuai sama produk padahal jelas ktnya garansi cacat mau minta retur aja ribet bgt mending gausah dh ganti ga kirim sweaternya,0
jual respon jelek sekali,0
bahan tipis beda sama pernah beli,0
warna ga sesuai apa minta respon jual lama udah mau cancel malah tolak,0
lama banget kirim sen tanggal kirim tanggal pas udah ngajuin batal tolak padahal liat komentar pesan tanggal udah dikirimin astaga,0
gitu deh layan makin buruk x pesan fikir sesuai pesan kata cek nyata x pesan barang sama aja tulis kecil banget pas komplain bilang gak reques size font padahal cuma bilang cek gak tanya mau size font berapa jadi switer sama gak jual rugi x,0
sweaternya sih bagus realpict sellernya sangat sangat sangat kecewa bikin kapok customer responnya super lambat pokok enggak deh belanja seller masa iya emas aja proses ampe minggu aku check out waktu ivent kemarin tgl baru proses kirim,0
baru datang udah ngelintek tak chat tak dm gaada respond padahal buat kado layan engga banget seh kayak gin,0
kali beli toko kecewa sekali minta ukur xl kirim xxl produk dua banyak sekali cacat kirim produk pesan sangat jauh kata cepat kalau memang siap sanggup laksana sale jangan coba coba ikut adain sale,0
pesan beda datang beda ancor kali kecewa sekali mau jual udah pesan orang padahal udah sering beli sini udah chat tp gak dibales selalu kasi bintang kali bintang emang hancur kali pes apa datang apa,0
sesuai request request bagi dada kiri malah buat tengah,1
salah kirim sen sweater crop kirim hoodie biasa tp bahan minta retur ntar ribet yaudah lah,0
sablon jelek copot copot rapih,0
tipis ga sesuai ekspektasi sih standar bahan respon chat laam banget jomblo aja gak lama bales chat barang kemas lama banget yaampun gasabar nungguin nya emosi yaudahlah apa buat,0
minta warna apa kirim apa udah chat kalau ga cancel aja malah kirim suka suka,1
slow respon banget tanya warna dah jawab lama banget jawab kecewa,0
awal minta ungu kasi tau ga ganti burgundy niat couple ukur m ungu gagal,0
warna ngga sesuai,1
kalau kaya gin siapa salah yah padahal beli pas sale moment sale banyak sekali cacat udah gitu kirim lambat alas banyak nya pesan kalau siap sanggup jangan coba coba ikut sale bikin konsumen kecewa,0
barang diterimastandarlah barang nya harga mahal gais barang besar banget mau tuker ukur kecewa loh gue coba jual lebih flexibel dong jual jangan kaku biar langgan happy puas,1
baru kali kecewa belanja sini bener kayak kaku ga kayak sweater aku biasa nya beli sini jahit begini,0
kata ungu ga minta tukar eh jadi ga jadi couple kecewa banget,0
beli bareng warna navy bahan dateng sesuai harap moga tnsid lebih baik,1
buat kalian pesan sini jual lg hati banget plis aku pesan sweater abu datang malah ungu terus aku sekarang order kata adminnya warna ga ready aku minta cancel gak terima mana duit customer nilai ribu jadi admin baca respon chat,1
kecewa banget sablon ga rapi malah miring ujungujungnya kaya plotekin ga rapi banget hasil jelek,0
bohong nih jual beli xxxl kirim xxl gak muat lah langgan gak konfirmasi mesti kalau kosong jujur aja napa kayak gin rugi beli dichat kemas doank berharihari next time jujur kak biar hidup barokah,0
pre order lama lama minta xl navy kirim l hadeh gak kepake,0
kecewa barang murah jahit jablakan alias abal bahan campur pe bukan murni katun barang rijek tp gak mau retur kalau komplain lama banget balesnya tadi niat baik ngajak diskusi dulu sellernya tau responnya lelet banget nyebelin masa barang rijek buyer benerin,0
kualitas oke kirim kurir cepat jual sangat slow respon kemas lama sekali kirim padahal pas status udah kirim malem pagi lama pas kemas jual respon tanya,1
lebih tipis katun,1
sen apa datang malah dua silver ga sesuai pesan salah buat pesan ribet banget ga tanggung jawab kalau ga paksa makasih udah bikin jera,0
kirim salah ukur dong gaada solusi cuma minta maaf doang,0
kirim hampir bulan kualitas jelek sablon pecah ukur sablon kegedan padahal udah kirim lewat chat,1
kesel dah ga sesuai banget sama gambar kalau jual benar dong mah kaos ga kerah tau gitu beli sendiri pasar,0
kecewa layan lama banget hari aja baru balas sekali udah hari suruh batal engga batal batalin engga deh beli sini cuman kenal aja endorse artis hedeh,0
kecewa ukur barang gasesuai minta dibatalin ga direspond malah main kirim tuju beli,1
seller awal tanya warna gaada jawab pas aku udah sen nyata nya habis kembali dana ga utuh ga jalan keluar baik rugi beli pihak,0
terima kasih banyak layan sangat buruk kata ungu muda m gaada aku aju batal tolak tiba kirim konfirmasi pas dateng warna malah buluk banding hoodie zipper ku beli ukur xl padahal warna sama aku minta ungu muda,0
respond jual sangat buruk kaos tipis bgt ga recomend banget sama toko toko lumayan tipu sih pas checkout barang ready stok tp nyata ga lama kemudian admin chat infoin kalau barang lg ga stok minta ganti warna,0
toko lumayan tipu sih pas checkout barang ready stok tp nyata ga lama kemudian admin chat infoin kalau barang lg ga stok minta ganti sizewarna kalau ga warna suka tetap kirim warna random aneh ga batalin pesan gila,0
toko lumayan tipu sih pas checkout barang ready stok tp nyata ga lama kemudian admin chat infoin kalau barang lg ga stok minta ganti warna kalau ga warna suka tetap kirim warna random aneh ga batalin pesan gila,0
barang sangat jelek kirim ngawur gak sesuai pesan monyet barang e welek cok gak podo ambek sen e bedes,0
ga sesuai pesan aku ga pesan motif,1
gak jelas udah minta batalin terus barang jelek sen warna hitam datang ungu ah kecewa,0
barang sesuai ingin sangat kecewa profesional minta warna apa kasih apa kalau emng kasi tau bukan asal kasi,0
allah bener admin sweater polos id bodoh jelas jelas order zipper m orange zipper l mocca zipper l mocca habis jadi chat minta ganti warna ganti zipper l baby blue malah kirim nya baby blue ukur l m sebel banget aku hiks,1
sesuai pesan minta,1
barang kirim sesuai pesan respon jual lambat sesuai ekspektasi jual minta barang retur tp ongkir langsung talang liat review customer belum alami hampir sama barang salah retur pesan benar kirim jelas lanjut,1
hoodienya polos cukup sekali beli sini dua kali ogah,0
admin responnya lumayan cepat barang aja ga sesuai sama gambar,1
kurang satu barang sen dateng,1
kecewa order pertama sesuai dua sesuai tiga zonk ukur l belakang bahan lebih rapih soft ukur m depan dapet bahan jelek tipis ga lembut kayak ukur l pas order pertama dua kecewa min jujur ganti bahan sekarang min,1
sen barang pcs dateng cuman pcs pas minta uang balik chat direspon lama kirim lama ttg kirim kurir respobsibility pihak ekspedisi jadi rasa gak hubung sama nilai toko jadi jangan geer dulu nilai baik,1
bahan jelek nyesel beli sini layan lama,0
harap perhati barang kirim,1
gimana sih barang datang sesuai pesan nya pesan ukur m malah datang xl terus pesan warna abu misty muda datang warna putih tulis beda buat kalian hati hati kalau pesan,0
udah batalin ttep aja kirim padahal batal ga jauh waktu terus pas rumah gede banget terus minta dituker ga bener toko ga beri nyaman beli brengsek,0
sesuai pesan bordir pesan,1
barang sobek gede banget udah gitu jahit pakai benang ukur gede kapok banget,0
sangat kecewa layan adminnya barang sih bagus tp kalau adminnya bikin kecewa sama aja aku ken beli sweater warna ungu tp salah ketik jadi abu aku batalin order aku coba chat admin bantu ubah warna tp sangat diprsulit akhir aku batalin malah tolak padahal kemas sangat kecewa,0
kirim lama sesuai skripsi skripsi jelas kirim hari sama tp nyata h baru kirim padahal udah keburu pake kata po skripsi mana udah aju batal tp tolak tau gitu gak beli sini kalau jual jujur dong,0
minta sablon ukur cm pas dateng gede kertas hvs pas dicomplain bilang gara gara team design gabaca ngeles lha wkwk would not recommend,0
datang lama salah sortir tambah banyak noda kuning baju nya gatau bakal ilang gatau enggak bahan bagus adem,0
suruh batal kembali dana kata mau kirim alamat retur tp nyata gak kirim lucu cara jual barang gak maksain customer buat ganti size warna customer gak mau ganti barang tetep kirim moga aja berkah duit,1
pesan gambar custom,0
